"País","Género","Edad_del_encuestado_calculada","Interés_en_la_política","Confianza_politicos","Confianza_parlamento","Confianza_partidos_politicos","Votó_en_la_última_elección_nacional","Participó_en_una_manifestación_pública_en_los_últimos_12_meses","Sentimiento_de_cercanía_hacia_un_partido_político_en_particular","Rango_Edad","Region_Geografica"
"Lithuania","Female",75,2,5,4,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",30,3,4,4,4,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",57,3,2,3,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",52,2,2,3,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",81,1,5,3,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",58,2,1,0,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",68,2,6,7,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",40,2,5,8,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",75,2,3,0,1,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",60,3,4,2,4,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",36,3,0,0,0,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",62,2,5,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",32,4,4,4,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",73,2,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",55,2,4,2,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",39,2,3,3,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",45,3,5,5,6,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",49,3,5,5,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",60,3,5,5,5,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",51,3,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",40,4,1,3,1,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",59,3,3,2,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",42,2,4,4,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",35,3,6,3,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",52,3,0,0,0,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",27,3,3,3,3,"Yes","Yes","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",32,3,3,4,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",40,3,2,2,5,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",56,2,9,9,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",56,2,5,4,5,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",50,2,1,2,1,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",37,3,4,5,4,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",54,2,2,4,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",68,2,5,5,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",52,3,3,4,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",74,4,3,4,4,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",82,2,0,0,1,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",59,3,6,6,0,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",69,4,3,3,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",35,2,2,2,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",66,2,1,6,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",63,3,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",64,3,2,5,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",32,1,5,5,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",62,3,1,1,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",34,3,3,3,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",66,1,6,5,7,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",32,3,8,7,7,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",45,3,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",48,3,3,4,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",44,4,4,5,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",47,2,5,6,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",45,3,6,4,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",49,3,4,5,5,"Yes","Yes","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",26,4,0,0,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",38,4,1,1,1,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",58,2,3,3,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",71,3,0,5,0,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",57,3,3,4,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",45,2,6,5,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",34,3,4,3,5,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",61,3,5,0,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",32,4,4,4,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",24,3,7,8,6,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",17,3,3,1,2,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",66,3,1,1,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",72,3,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",74,3,6,6,6,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",63,4,2,2,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",31,3,0,0,0,"No","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",42,2,0,0,0,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",30,3,4,4,4,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",72,3,3,4,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",60,4,0,1,2,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",51,3,0,3,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",65,3,3,5,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",26,3,7,6,7,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",20,4,0,0,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",33,3,0,6,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",36,3,2,2,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",82,3,2,0,2,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",36,3,3,3,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",38,4,2,2,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",41,3,6,6,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",75,3,3,0,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",80,2,7,8,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",86,2,0,0,0,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",67,1,3,6,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",31,4,8,7,8,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",48,3,0,0,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",57,4,5,8,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",90,2,2,0,3,"Yes","No","Yes",NA,"Europa del Norte"
"Lithuania","Male",28,3,2,2,2,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",49,2,5,3,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",83,2,8,5,2,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",54,4,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",73,2,3,1,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",38,3,4,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",49,4,2,3,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",34,3,3,5,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",55,2,5,5,8,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",50,1,4,2,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",16,3,1,6,4,"Not eligible to vote","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",49,3,2,2,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",26,3,7,4,4,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",34,3,4,4,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",29,3,6,6,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",65,2,5,5,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",58,4,3,0,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",46,2,4,4,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",76,4,4,0,0,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",63,3,0,1,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",72,2,5,5,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",55,3,2,4,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",38,2,7,8,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",27,4,0,0,0,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",47,1,2,2,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",30,4,0,2,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",24,3,3,3,3,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",80,1,0,0,0,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",31,2,2,2,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",77,3,3,4,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",84,2,6,5,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",66,2,1,3,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",54,3,4,4,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",59,3,2,3,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",85,2,3,2,3,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",29,4,5,6,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",34,2,1,4,2,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",37,2,6,4,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",70,2,5,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",57,3,1,0,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",61,3,2,1,1,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",76,2,8,8,8,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",69,2,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",63,3,6,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",24,2,4,3,3,"Yes","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",57,3,5,5,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",49,4,4,0,4,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",55,2,3,0,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",78,2,4,4,2,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",30,3,4,5,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",25,3,3,4,4,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",55,3,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",59,2,5,0,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",64,2,2,5,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",80,2,5,7,7,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",54,4,4,0,4,"No","Yes","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",54,3,5,3,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",42,4,2,3,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",47,3,5,5,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",47,2,4,7,5,"Yes","Yes","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",33,3,8,7,8,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",36,2,2,2,1,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",22,4,8,7,6,"No","Yes","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",40,2,4,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",72,2,3,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",61,3,7,5,5,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",57,2,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",50,3,7,6,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",67,2,5,6,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",17,3,6,7,6,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",48,2,4,5,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",59,3,3,2,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",58,2,1,1,1,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",64,2,4,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",53,3,1,1,1,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",59,4,0,0,0,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",31,3,5,6,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",65,2,0,2,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",52,1,1,0,0,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",73,3,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",75,2,6,5,8,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",76,2,3,3,2,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",70,2,3,4,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",34,3,5,7,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",54,3,3,6,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",17,3,7,8,8,"Not eligible to vote","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",38,2,7,7,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",35,3,2,4,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",55,3,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",41,2,1,4,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",67,4,3,2,0,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",44,4,4,5,4,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",68,2,2,2,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",65,2,2,1,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",60,2,4,5,4,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",52,3,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",16,2,4,4,4,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",51,2,0,0,0,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",24,2,4,5,4,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",61,4,0,8,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",67,3,0,1,0,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",64,1,9,3,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",61,3,8,4,8,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",52,3,2,3,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",30,4,3,0,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",47,3,2,1,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",75,2,5,2,4,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",32,4,5,7,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",41,3,2,3,1,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",77,4,2,1,1,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",58,2,2,0,10,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",86,2,7,7,7,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",59,3,1,1,1,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",59,2,7,4,8,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",64,4,0,6,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",35,3,4,4,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",71,2,6,5,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",73,2,3,3,3,"Yes","Yes","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",55,3,3,1,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",34,3,5,5,5,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",33,2,3,3,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",50,3,2,4,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",60,2,1,5,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",37,4,5,6,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",32,3,2,2,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",38,4,4,4,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",15,4,5,2,6,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",47,2,9,9,9,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",46,2,5,4,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",51,3,1,2,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",69,2,3,5,2,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",65,4,3,3,3,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",48,3,2,4,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",72,2,5,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",90,2,3,6,2,"Yes","No","No",NA,"Europa del Norte"
"Lithuania","Female",53,3,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",36,3,4,3,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",26,3,5,5,5,"Yes","Yes","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",43,1,5,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",65,4,6,0,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",57,1,3,5,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",70,4,4,2,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
